"SECONDS";"PID";"VALUE";"UNITS";
"39210.0118389";"Consumo médio de combustível (l/100km) (total)";"56.48187503795008";"L/100km";
"39210.0118389";"Potência instantânea do motor (baseado no consumo de combustível)";"5.827035087691659";"hp";
"39210.0118389";"Preço do combustível usado";"0.009394453254921852";"R$";
"39210.0118389";"Preço do combustível usado (Hoje)";"0.009395019999999999";"R$";
"39210.0118389";"Preço do combustível usado (Semana)";"0.009395019999999999";"R$";
"39210.0118389";"Preço do combustível usado (total)";"0.009395019999999999";"R$";
"39210.0118389";"RPM do motor";"1297";"rpm";
"39210.0118389";"RPM do motor x1000";"1.3";"rpm";
"39210.3456018";"Espaço livre no tanque de combustível";"37.64705882352941";"L";
"39210.3456018";"Nível de combustível (%)";"24.705882352941178";"%";
"39210.3456018";"Nível de combustível (V)";"12.352941176470587";"L";
"39210.3987485";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39210.4893522";"Consumo instantâneo de combustível (l/100km)";"11.457331134907841";"L/100km";
"39210.4893522";"Distância percorrida";"0.01947680025";"km";
"39210.4893522";"Distância percorrida (Hoje)";"0.019477";"km";
"39210.4893522";"Distância percorrida (Semana)";"0.019477";"km";
"39210.4893522";"Distância percorrida (total)";"0.019477";"km";
"39210.4893522";"Velocidade do veículo";"13";"km/h";
"39210.4893522";"Velocidade média";"9.3946501374338";"km/h";
"39210.5653187";"Boost calculado";"-0.66325";"bar";
"39210.5653187";"Pressão absoluta do coletor de 
admissão";"35";"kPa";
"39210.644393";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39210.7598994";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39210.7598994";"Posição da borboleta de admissão";"14.901960784313726";"%";
"39210.8160016";"Combustível usado";"0.009643809480857246";"L";
"39210.8160016";"Combustível usado (Hoje)";"0.009644";"L";
"39210.8160016";"Combustível usado (Semana)";"0.009644";"L";
"39210.8160016";"Combustível usado (total)";"0.009644";"L";
"39210.8160016";"Consumo instantâneo de combustível (l/h)";"1.5330916102261032";"L/h";
"39210.8160016";"Consumo médio de combustível (l/100km)";"49.51434197132687";"L/100km";
"39210.8160016";"Consumo médio de combustível (l/100km) (Hoje)";"49.51481234276325";"L/100km";
"39210.8160016";"Consumo médio de combustível (l/100km) (Semana)";"49.51481234276325";"L/100km";
"39210.8160016";"Consumo médio de combustível (l/100km) (total)";"49.51481234276325";"L/100km";
"39210.8160016";"Potência instantânea do motor (baseado no consumo de combustível)";"5.997757781085865";"hp";
"39210.8160016";"Preço do combustível usado";"0.00974024757566582";"R$";
"39210.8160016";"Preço do combustível usado (Hoje)";"0.00974044";"R$";
"39210.8160016";"Preço do combustível usado (Semana)";"0.00974044";"R$";
"39210.8160016";"Preço do combustível usado (total)";"0.00974044";"R$";
"39210.8160016";"RPM do motor";"1068";"rpm";
"39210.8160016";"RPM do motor x1000";"1.1";"rpm";
"39211.1289124";"Espaço livre no tanque de combustível";"37.84313725490196";"L";
"39211.1289124";"Nível de combustível (%)";"24.313725490196077";"%";
"39211.1289124";"Nível de combustível (V)";"12.156862745098037";"L";
"39211.2073102";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39211.2918583";"Consumo instantâneo de combustível (l/100km)";"10.95065435875788";"L/100km";
"39211.2918583";"Distância percorrida";"0.02259681536111111";"km";
"39211.2918583";"Distância percorrida (Hoje)";"0.022597";"km";
"39211.2918583";"Distância percorrida (Semana)";"0.022597";"km";
"39211.2918583";"Distância percorrida (total)";"0.022597";"km";
"39211.2918583";"Velocidade do veículo";"14";"km/h";
"39211.2918583";"Velocidade média";"9.841654938130503";"km/h";
"39211.3732122";"Boost calculado";"-0.52325";"bar";
"39211.3732122";"Pressão absoluta do coletor de 
admissão";"49";"kPa";
"39211.4494561";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39211.5447337";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39211.5447337";"Posição da borboleta de admissão";"14.509803921568627";"%";
"39211.5950895";"Combustível usado";"0.010131634541951826";"L";
"39211.5950895";"Combustível usado (Hoje)";"0.010132";"L";
"39211.5950895";"Combustível usado (Semana)";"0.010132";"L";
"39211.5950895";"Combustível usado (total)";"0.010132";"L";
"39211.5950895";"Consumo instantâneo de combustível (l/h)";"2.2548504694224367";"L/h";
"39211.5950895";"Consumo médio de combustível (l/100km)";"44.83655940026074";"L/100km";
"39211.5950895";"Consumo médio de combustível (l/100km) (Hoje)";"44.837810328804714";"L/100km";
"39211.5950895";"Consumo médio de combustível (l/100km) (Semana)";"44.837810328804714";"L/100km";
"39211.5950895";"Consumo médio de combustível (l/100km) (total)";"44.837810328804714";"L/100km";
"39211.5950895";"Potência instantânea do motor (baseado no consumo de combustível)";"8.821421275776848";"hp";
"39211.5950895";"Preço do combustível usado";"0.010232950887371344";"R$";
"39211.5950895";"Preço do combustível usado (Hoje)";"0.01023332";"R$";
"39211.5950895";"Preço do combustível usado (Semana)";"0.01023332";"R$";
"39211.5950895";"Preço do combustível usado (total)";"0.01023332";"R$";
"39211.5950895";"RPM do motor";"1122";"rpm";
"39211.5950895";"RPM do motor x1000";"1.1";"rpm";
"39211.8648312";"Espaço livre no tanque de combustível";"38.23529411764706";"L";
"39211.8648312";"Nível de combustível (%)";"23.529411764705884";"%";
"39211.8648312";"Nível de combustível (V)";"11.764705882352942";"L";
"39211.9242157";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39211.9957187";"Consumo instantâneo de combustível (l/100km)";"15.032336462816245";"L/100km";
"39211.9957187";"Distância percorrida";"0.025528402027777775";"km";
"39211.9957187";"Distância percorrida (Hoje)";"0.025529";"km";
"39211.9957187";"Distância percorrida (Semana)";"0.025529";"km";
"39211.9957187";"Distância percorrida (total)";"0.025529";"km";
"39211.9957187";"Velocidade do veículo";"15";"km/h";
"39211.9957187";"Velocidade média";"10.246291329033236";"km/h";
"39212.0807061";"Boost calculado";"-0.5032500000000001";"bar";
"39212.0807061";"Pressão absoluta do coletor de 
admissão";"51";"kPa";
"39212.1675547";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39212.2763967";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39212.2763967";"Posição da borboleta de admissão";"14.901960784313726";"%";
"39212.3408809";"Combustível usado";"0.010670831852575849";"L";
"39212.3408809";"Combustível usado (Hoje)";"0.010671";"L";
"39212.3408809";"Combustível usado (Semana)";"0.010671";"L";
"39212.3408809";"Combustível usado (total)";"0.010671";"L";
"39212.3408809";"Consumo instantâneo de combustível (l/h)";"2.6020723413372093";"L/h";
"39212.3408809";"Consumo médio de combustível (l/100km)";"41.799842547781815";"L/100km";
"39212.3408809";"Consumo médio de combustível (l/100km) (Hoje)";"41.799522112107795";"L/100km";
"39212.3408809";"Consumo médio de combustível (l/100km) (Semana)";"41.799522112107795";"L/100km";
"39212.3408809";"Consumo médio de combustível (l/100km) (total)";"41.799522112107795";"L/100km";
"39212.3408809";"Potência instantânea do motor (baseado no consumo de combustível)";"10.179821954607052";"hp";
"39212.3408809";"Preço do combustível usado";"0.010777540171101607";"R$";
"39212.3408809";"Preço do combustível usado (Hoje)";"0.01077771";"R$";
"39212.3408809";"Preço do combustível usado (Semana)";"0.01077771";"R$";
"39212.3408809";"Preço do combustível usado (total)";"0.01077771";"R$";
"39212.3408809";"RPM do motor";"1244";"rpm";
"39212.3408809";"RPM do motor x1000";"1.2";"rpm";
"39212.7368065";"Espaço livre no tanque de combustível";"39.21568627450981";"L";
"39212.7368065";"Nível de combustível (%)";"21.568627450980394";"%";
"39212.7368065";"Nível de combustível (V)";"10.784313725490197";"L";
"39212.7964878";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39212.8750609";"Aceleração";"0.03519866782833638";"g";
"39212.8750609";"Consumo instantâneo de combustível (l/100km)";"16.262952133357558";"L/100km";
"39212.8750609";"Distância percorrida";"0.02943556958333333";"km";
"39212.8750609";"Distância percorrida (Hoje)";"0.029436";"km";
"39212.8750609";"Distância percorrida (Semana)";"0.029436";"km";
"39212.8750609";"Distância percorrida (total)";"0.029436";"km";
"39212.8750609";"Velocidade do veículo";"16";"km/h";
"39212.8750609";"Velocidade média";"10.759891761031698";"km/h";
"39212.9553964";"Boost calculado";"-0.51325";"bar";
"39212.9553964";"Pressão absoluta do coletor de 
admissão";"50";"kPa";
"39213.0400113";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39213.1448755";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39213.1448755";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39213.2082391";"Combustível usado";"0.01134130611369092";"L";
"39213.2082391";"Combustível usado (Hoje)";"0.011341";"L";
"39213.2082391";"Combustível usado (Semana)";"0.011341";"L";
"39213.2082391";"Combustível usado (total)";"0.011341";"L";
"39213.2082391";"Consumo instantâneo de combustível (l/h)";"2.782778645100083";"L/h";
"39213.2082391";"Consumo médio de combustível (l/100km)";"38.52925652273589";"L/100km";
"39213.2082391";"Consumo médio de combustível (l/100km) (Hoje)";"38.52765321375187";"L/100km";
"39213.2082391";"Consumo médio de combustível (l/100km) (Semana)";"38.52765321375187";"L/100km";
"39213.2082391";"Consumo médio de combustível (l/100km) (total)";"38.52765321375187";"L/100km";
"39213.2082391";"Potência instantânea do motor (baseado no consumo de combustível)";"10.886780777064628";"hp";
"39213.2082391";"Preço do combustível usado";"0.01145471917482783";"R$";
"39213.2082391";"Preço do combustível usado (Hoje)";"0.01145441";"R$";
"39213.2082391";"Preço do combustível usado (Semana)";"0.01145441";"R$";
"39213.2082391";"Preço do combustível usado (total)";"0.01145441";"R$";
"39213.2082391";"RPM do motor";"1357";"rpm";
"39213.2082391";"RPM do motor x1000";"1.4";"rpm";
"39213.4609584";"Espaço livre no tanque de combustível";"39.411764705882355";"L";
"39213.4609584";"Nível de combustível (%)";"21.176470588235293";"%";
"39213.4609584";"Nível de combustível (V)";"10.588235294117647";"L";
"39213.5211927";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39213.6050196";"Aceleração";"0.045456473243097144";"g";
"39213.6050196";"Consumo instantâneo de combustível (l/100km)";"15.459881361667128";"L/100km";
"39213.6050196";"Distância percorrida";"0.03308994358333333";"km";
"39213.6050196";"Distância percorrida (Hoje)";"0.03309";"km";
"39213.6050196";"Distância percorrida (Semana)";"0.03309";"km";
"39213.6050196";"Distância percorrida (total)";"0.03309";"km";
"39213.6050196";"Velocidade do veículo";"18";"km/h";
"39213.6050196";"Velocidade média";"11.260077010535767";"km/h";
"39213.7051977";"Boost calculado";"-0.53325";"bar";
"39213.7051977";"Pressão absoluta do coletor de 
admissão";"48";"kPa";
"39213.7927139";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39213.8961281";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39213.8961281";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39213.9637074";"Combustível usado";"0.011946978170541309";"L";
"39213.9637074";"Combustível usado (Hoje)";"0.011947";"L";
"39213.9637074";"Combustível usado (Semana)";"0.011947";"L";
"39213.9637074";"Combustível usado (total)";"0.011947";"L";
"39213.9637074";"Consumo instantâneo de combustível (l/h)";"2.8860511083036497";"L/h";
"39213.9637074";"Consumo médio de combustível (l/100km)";"36.10455889854928";"L/100km";
"39213.9637074";"Consumo médio de combustível (l/100km) (Hoje)";"36.104563312178904";"L/100km";
"39213.9637074";"Consumo médio de combustível (l/100km) (Semana)";"36.104563312178904";"L/100km";
"39213.9637074";"Consumo médio de combustível (l/100km) (total)";"36.104563312178904";"L/100km";
"39213.9637074";"Consumo médio de combustível (l/100km) 10 sec";"94.07389933649026";"L/100km";
"39213.9637074";"Potência instantânea do motor (baseado no consumo de combustível)";"11.290803090943017";"hp";
"39213.9637074";"Preço do combustível usado";"0.012066447952246722";"R$";
"39213.9637074";"Preço do combustível usado (Hoje)";"0.01206647";"R$";
"39213.9637074";"Preço do combustível usado (Semana)";"0.01206647";"R$";
"39213.9637074";"Preço do combustível usado (total)";"0.01206647";"R$";
"39213.9637074";"RPM do motor";"1466";"rpm";
"39213.9637074";"RPM do motor x1000";"1.5";"rpm";
"39214.2928643";"Espaço livre no tanque de combustível";"39.21568627450981";"L";
"39214.2928643";"Nível de combustível (%)";"21.568627450980394";"%";
"39214.2928643";"Nível de combustível (V)";"10.784313725490197";"L";
"39214.3450879";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39214.4268674";"Aceleração";"0.045176025741835976";"g";
"39214.4268674";"Consumo instantâneo de combustível (l/100km)";"15.189742675282368";"L/100km";
"39214.4268674";"Distância percorrida";"0.037421929861111106";"km";
"39214.4268674";"Distância percorrida (Hoje)";"0.037422";"km";
"39214.4268674";"Distância percorrida (Semana)";"0.037422";"km";
"39214.4268674";"Distância percorrida (total)";"0.037422";"km";
"39214.4268674";"Velocidade do veículo";"19";"km/h";
"39214.4268674";"Velocidade média";"11.817344660681181";"km/h";
"39214.5440739";"Boost calculado";"-0.55325";"bar";
"39214.5440739";"Pressão absoluta do coletor de 
admissão";"46";"kPa";
"39214.6203451";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39214.7361495";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39214.7361495";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39214.7882849";"Combustível usado";"0.01262023000294178";"L";
"39214.7882849";"Combustível usado (Hoje)";"0.01262";"L";
"39214.7882849";"Combustível usado (Semana)";"0.01262";"L";
"39214.7882849";"Combustível usado (total)";"0.01262";"L";
"39214.7882849";"Consumo instantâneo de combustível (l/h)";"2.9393689010616457";"L/h";
"39214.7882849";"Consumo médio de combustível (l/100km)";"33.7241559956445";"L/100km";
"39214.7882849";"Consumo médio de combustível (l/100km) (Hoje)";"33.723478167922615";"L/100km";
"39214.7882849";"Consumo médio de combustível (l/100km) (Semana)";"33.723478167922615";"L/100km";
"39214.7882849";"Consumo médio de combustível (l/100km) (total)";"33.723478167922615";"L/100km";
"39214.7882849";"Consumo médio de combustível (l/100km) 10 sec";"71.64063426745435";"L/100km";
"39214.7882849";"Potência instantânea do motor (baseado no consumo de combustível)";"11.499392847909617";"hp";
"39214.7882849";"Preço do combustível usado";"0.012746432302971199";"R$";
"39214.7882849";"Preço do combustível usado (Hoje)";"0.0127462";"R$";
"39214.7882849";"Preço do combustível usado (Semana)";"0.0127462";"R$";
"39214.7882849";"Preço do combustível usado (total)";"0.0127462";"R$";
"39214.7882849";"RPM do motor";"1558";"rpm";
"39214.7882849";"RPM do motor x1000";"1.6";"rpm";
"39215.0683306";"Espaço livre no tanque de combustível";"38.82352941176471";"L";
"39215.0683306";"Nível de combustível (%)";"22.352941176470587";"%";
"39215.0683306";"Nível de combustível (V)";"11.176470588235293";"L";
"39215.1274493";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39215.2013533";"Aceleração";"0.04418072222033355";"g";
"39215.2013533";"Consumo instantâneo de combustível (l/100km)";"14.696844505308228";"L/100km";
"39215.2013533";"Distância percorrida";"0.041729124861111105";"km";
"39215.2013533";"Distância percorrida (Hoje)";"0.041729";"km";
